tower_id,signal_strength_avg,network_downtime_minutes,network_congestion_level,avg_signal_strength
16,-102.2153811,70,High,-52.01842044
13952,-91.89156765,20,Medium,-82.33669996
21036,-94.61879963,45,Low,-67.55702722
37141,-74.51931527,126,High,-73.71880896
7901,-117.968155,26,High,-64.82872331
46876,-89.53091675,142,Low,-76.88710447
20944,-73.19027901,87,High,-85.5599624
36871,-103.8447536,81,Medium,-89.59721447
20445,-106.6012481,78,Low,-89.69117703
24267,-69.54787243,10,Low,-67.93493025
39571,-67.79501239,56,Medium,-77.44391735
13475,-50.68510512,82,Low,-80.49497776
3015,-111.7056701,47,Medium,-88.66773963
43054,-90.09816005,42,Medium,-82.82497049
5606,-59.4190044,125,Low,-58.16195392
15765,-87.87163868,105,Medium,-67.9981063
26505,-72.75562821,11,Low,-79.24001158
13241,-71.80094429,27,Medium,-77.81954911
6809,-90.66544844,16,High,-88.89704401
10343,-94.03149695,40,High,-80.47896189
30056,-94.23463394,27,High,-62.70190132
29862,-63.85463137,135,High,-78.14500645
21344,-98.94608588,125,Low,-80.2066264
32396,-94.30011532,108,Medium,-74.17194687
29447,-115.4821573,133,Medium,-89.60739507
23667,-52.71321634,68,High,-81.11368854
16318,-101.3655969,55,Low,-86.08128573
15475,-76.49512886,79,High,-68.72107884
42419,-50.93090039,38,Low,-84.0252997
3660,-82.98939885,98,Low,-79.90293477
31722,-74.12039122,115,High,-73.63280261
26389,-94.35395758,63,High,-68.58382291
23010,-62.27358041,142,High,-63.95801684
29520,-114.5047513,101,Medium,-77.85470929
33668,-95.81769351,120,Low,-85.25342547
2351,-80.69808249,56,High,-88.60003543
17335,-118.1255539,93,Medium,-88.72796195
27184,-76.21973136,117,High,-77.1673466
42197,-113.7105789,96,Low,-80.52876892
28000,-117.7016233,79,High,-84.45032112
48248,-75.17096274,141,Low,-79.79726709
8712,-94.83123777,25,Low,-68.78410875
4579,-111.3110531,137,Medium,-82.39818936
29136,-50.11242852,0,High,-55.80972899
17254,-50.00139424,53,High,-60.26630186
34908,-65.83250531,32,Low,-52.80233523
10227,-83.09511234,55,High,-75.81229504
42694,-96.4726428,136,High,-60.73884815
4466,-116.6262153,94,Medium,-77.23685464
23102,-108.8695962,7,Low,-72.66209391
20778,-103.8543476,137,High,-59.00064424
386,-64.43891241,23,Low,-56.86420141
49647,-100.7596024,26,High,-62.43049854
8584,-52.03087119,123,High,-87.9174272
25150,-61.73699193,30,High,-55.97769745
583,-64.91643553,125,Medium,-63.36055711
11634,-76.92531453,11,High,-71.29377944
6251,-88.5575755,25,High,-86.39625708
21910,-103.2391011,33,High,-61.35114756
39167,-115.9464906,86,Low,-51.06479087
25482,-106.9377009,56,Medium,-82.8215387
12187,-95.11378178,138,High,-53.27601278
43503,-113.7511231,99,Medium,-71.28323191
34122,-77.03042884,73,Low,-67.86341397
26450,-109.4581942,133,Low,-60.20181309
17317,-93.29534052,58,High,-54.74274492
42615,-93.23237848,103,Medium,-68.55649641
46189,-55.78008949,117,Low,-56.27284652
18869,-64.98789619,7,High,-82.91887836
14163,-106.3854294,108,High,-66.70924695
41529,-111.8565748,18,Medium,-69.1757707
9216,-91.58989062,106,High,-57.795662
10910,-65.63421137,25,Medium,-75.44112716
44363,-106.0958063,136,Low,-72.35006521
15453,-69.16425059,51,High,-71.62037692
2663,-53.91287509,4,Medium,-55.86695002
7822,-109.8777569,38,High,-79.81577953
48114,-105.0616833,145,High,-89.47817398
43970,-116.0674437,64,Medium,-78.82780387
22185,-96.72505281,20,High,-61.52505277
38708,-55.96593917,136,Low,-86.42510137
28383,-74.29721852,41,High,-73.55307683
16129,-113.9789245,136,Medium,-59.70428543
34985,-67.79301936,39,High,-74.49323989
4774,-76.89060631,5,High,-60.99412681
2744,-107.6750212,14,Low,-86.38016167
17844,-85.98845784,98,Medium,-50.19992704
37474,-116.6086408,56,High,-57.62086051
30216,-108.6407666,13,Low,-55.22759882
36733,-116.119348,135,High,-77.28122959
11264,-65.89955761,112,Medium,-60.03368597
14541,-112.9637415,32,Medium,-85.14572977
20715,-78.67143502,141,High,-59.19528777
31215,-96.88866019,71,Medium,-66.19790967
37919,-56.74509345,48,High,-72.06121763
17077,-50.78173846,48,Medium,-72.17434425
14701,-88.61717363,75,Low,-85.72148194
9621,-76.62833465,50,Medium,-79.73090949
29387,-95.54321917,1,High,-51.54877631
23297,-77.23012245,146,Low,-86.61467341
29474,-119.7857089,122,Medium,-54.51682869
23203,-100.149515,87,Low,-66.7821403
14067,-50.198468,128,Medium,-85.21169466
30701,-58.98111807,26,Low,-56.31396135
10844,-108.848137,40,Medium,-67.47874947
25199,-118.4669976,131,Medium,-78.03789422
46105,-114.3953035,54,High,-70.99136417
45965,-111.0605965,144,Medium,-55.9003398
31499,-53.563229,82,Medium,-55.88447109
17557,-63.8328372,92,Low,-85.1842153
44403,-90.65838988,70,High,-60.58334973
22382,-99.07643149,120,Low,-63.50205278
23654,-63.52470988,26,High,-51.08133207
28042,-100.5801298,21,Medium,-54.96179204
30976,-102.836136,27,High,-86.81780002
46270,-114.5905776,53,High,-67.48942247
20792,-65.49857173,111,Low,-50.82008121
21796,-81.84545228,121,Low,-79.70799948
18669,-62.84086687,24,High,-81.56207105
24369,-82.76111539,130,Medium,-75.77805195
47011,-84.01786253,129,Low,-88.70990046
2767,-88.05423079,105,Low,-65.32151419
49853,-68.27524309,33,Low,-51.11883883
42336,-64.59159398,17,Medium,-77.33488724
27683,-99.52143207,111,Medium,-80.2642088
17200,-108.8461739,114,High,-58.345765
13760,-113.1241262,113,Medium,-83.81732502
29072,-88.4626338,28,Low,-77.37809169
49562,-101.5393303,80,Medium,-75.90787922
5826,-113.9911429,128,Low,-63.33189324
27575,-87.06859999,131,Medium,-74.4291939
22235,-76.27859134,10,High,-80.54558754
44470,-70.04195094,61,High,-72.9481764
18730,-88.29114932,31,Medium,-78.36621265
7080,-81.42046722,102,Medium,-59.18829408
16404,-64.87908195,108,Low,-60.39998552
21598,-108.7580053,127,Low,-66.70638265
25817,-89.7803571,127,High,-70.57652055
49764,-93.41573724,57,Low,-59.59835
19825,-108.0468256,45,High,-88.27266483
28590,-80.17321525,43,Medium,-52.52703781
3742,-51.24663422,111,Low,-61.87978842
6836,-118.4790109,145,Low,-81.76161316
26626,-61.81917398,35,High,-85.92462169
21457,-74.65349882,136,Medium,-83.23348124
22410,-110.1809467,69,High,-50.76468178
8268,-93.42243885,136,High,-60.20624179
2869,-101.7800646,62,Low,-57.69722359
30447,-104.7721147,43,Low,-60.6747278
37325,-95.86800048,73,Low,-72.08043118
32342,-94.91959731,134,Medium,-80.8990704
25619,-77.52699425,120,Low,-57.49624874
19230,-104.7214355,53,Low,-82.06353521
30525,-95.30316229,132,Low,-89.82804625
16269,-92.85669885,63,High,-82.0298835
33126,-73.78444057,124,High,-71.44182235
45339,-61.15166931,17,High,-57.09089524
35673,-112.4589667,104,Medium,-85.01361968
38527,-79.78310942,15,Low,-86.26969238
7622,-50.65245965,56,Low,-81.26989633
4331,-76.38841567,123,Medium,-50.68112087
19626,-94.85774981,145,Medium,-58.60508432
48392,-92.19622441,42,Medium,-64.81578514
44426,-100.3320434,12,Low,-67.70482272
32572,-116.5752611,88,Medium,-54.16635018
30110,-59.86524671,21,High,-51.87592817
6739,-117.9034792,64,Low,-73.44514137
35132,-100.1523329,70,Low,-69.71478794
2076,-84.76469987,138,High,-71.77119679
40159,-85.3910072,78,Low,-84.09365218
20965,-76.53037311,63,Low,-68.45717732
26971,-109.2850202,54,High,-84.09792977
18845,-118.8186778,87,High,-63.44704566
28846,-61.06344362,66,Low,-65.79713739
3946,-69.08752967,79,Medium,-63.79302999
669,-50.67518133,20,Low,-70.91919299
45164,-116.3026172,37,High,-70.15288509
6569,-53.59946443,131,Medium,-52.88678743
19169,-53.01916369,65,Low,-50.45873607
7721,-88.54105634,48,High,-76.60295354
13274,-108.0250154,25,Low,-62.32251955
42211,-68.82766268,14,High,-75.36986541
30413,-90.36557585,146,Low,-67.04702195
41079,-50.39344458,100,Low,-70.81861151
21707,-82.66151833,94,High,-72.40846745
45092,-55.37777002,28,Medium,-68.22062174
26779,-77.15297224,42,High,-81.6601181
29556,-71.89951331,63,High,-80.61246835
441,-60.93523398,117,High,-76.15005954
20560,-92.23486642,110,Medium,-77.49406972
44707,-111.2430307,16,High,-87.74254613
28281,-69.38255354,126,High,-89.12292015
41142,-95.42790296,22,Low,-50.5221142
31968,-63.49446764,40,Low,-65.60769363
27612,-50.35434626,141,Low,-50.81019995
48312,-93.94377811,25,Medium,-79.807711
44141,-98.60291628,52,Low,-65.74075014
17916,-102.3374176,73,Medium,-60.60959182
6428,-58.11178607,12,Medium,-80.12912917
15008,-67.83283379,26,Low,-78.52093038
859,-68.28839184,142,Low,-78.67652073
1568,-117.1843668,50,High,-66.28053245
44786,-72.06710854,47,Medium,-59.51253876
2671,-100.0846658,109,High,-67.24908782
7524,-118.4535654,121,High,-77.10298954
49558,-77.51236609,102,Low,-54.79537926
16019,-96.75218537,30,Low,-80.98564609
12853,-119.7616829,93,Medium,-51.55510609
42550,-69.0053103,53,Low,-81.74866099
32947,-60.67938086,26,High,-89.77824442
12381,-79.08662969,44,Medium,-56.8023947
34655,-60.75503602,35,Medium,-83.27038569
48647,-51.59600944,71,High,-73.42365914
30863,-113.5183749,146,High,-88.746753
24562,-98.92255512,46,Medium,-86.17375221
15365,-88.21029623,84,Medium,-56.88887372
20036,-84.32910215,9,Low,-83.84484503
26440,-108.8979222,81,Medium,-76.67997957
46595,-111.0619692,70,Medium,-83.58368504
42072,-111.5651203,105,Low,-52.24775988
9573,-66.99603102,12,High,-71.40522085
28887,-55.42042661,112,Medium,-89.60051758
5144,-75.74359728,41,High,-78.78298921
38515,-56.8471436,2,Low,-65.82474667
33973,-93.92080903,73,High,-89.29921032
31672,-115.0772226,140,Low,-79.26995804
23914,-53.06718593,133,High,-64.996902
29426,-119.3110345,134,Medium,-80.1444786
17641,-114.1271529,111,High,-88.78485518
37084,-71.78827571,105,Low,-79.49307249
43905,-66.61682451,79,High,-59.06335997
36977,-69.59422274,44,Medium,-50.01429103
30120,-98.31914148,137,Low,-65.51195806
30507,-80.70487099,145,Low,-71.51523703
31606,-87.15855544,16,Medium,-55.79170433
24503,-60.90524591,98,Low,-72.74294399
37607,-104.7191236,25,Medium,-62.2392601
27781,-84.19944696,71,High,-76.84703052
32348,-62.17881283,116,Low,-55.20942298
37026,-61.79553257,39,High,-74.67683771
15803,-58.465969,99,High,-78.97608956
14491,-90.47710899,102,Low,-80.84627308
47931,-77.20524782,45,High,-69.39558312
34866,-62.51036198,15,Low,-85.91031127
17219,-96.83864235,78,Medium,-67.63767117
34459,-55.29963988,72,Medium,-68.14975235
831,-67.34037267,23,High,-55.53916279
15114,-65.09765585,37,Medium,-76.49856733
42271,-107.0647555,56,Medium,-67.11229371
47548,-63.1692674,32,Medium,-75.86019239
36393,-106.4858999,2,Medium,-87.591238
28055,-68.51657718,16,High,-87.81528104
27830,-119.876589,60,Low,-78.81411503
37179,-92.44597616,49,High,-51.75259198
21117,-70.56227391,16,Low,-80.75904662
45423,-59.24914351,134,High,-60.93662177
7170,-103.0564778,128,High,-81.27514625
29077,-51.72131258,122,Medium,-57.01299814
24590,-103.9487064,137,Medium,-77.94056792
870,-76.88966432,32,Medium,-65.67337077
24908,-90.76181513,43,Low,-79.40918544
32240,-65.55151574,63,Medium,-75.56958599
44791,-95.83234592,147,Medium,-57.02738281
25173,-94.64978485,23,High,-73.51931167
43644,-63.21685284,93,Low,-79.46733124
1068,-65.33911977,77,Medium,-79.56755652
32348,-76.04406915,134,Medium,-85.67268654
11993,-65.40471677,103,Medium,-67.95478998
19927,-69.99990362,49,High,-86.4722961
23983,-68.36128908,84,High,-68.44043336
13585,-81.17455218,80,Medium,-52.60756124
35196,-98.64211484,6,Low,-61.06534119
47223,-101.6687745,42,High,-80.82077406
40548,-103.3326079,82,Low,-50.77587605
7008,-102.6050611,0,Low,-69.90067797
6254,-72.92252692,97,Low,-54.94641082
48410,-100.2443021,80,Low,-66.0110474
7213,-113.0834656,12,Medium,-84.87483895
16312,-72.34419071,147,High,-62.69216552
7144,-56.72487564,51,Medium,-59.07460058
46044,-115.6910807,99,High,-51.02454635
4977,-54.73917713,80,Low,-88.85652834
21717,-84.96702497,102,High,-69.40459611
42712,-64.11873912,20,Low,-88.46573203
44264,-87.4032728,122,Low,-82.47559716
29717,-115.4657592,12,Low,-70.87572558
35183,-114.8294167,103,Low,-65.47141512
44277,-66.69867609,111,High,-65.37746233
39229,-114.0971624,118,High,-81.04553429
305,-68.1593899,32,Low,-56.22458409
23796,-95.89426309,79,Medium,-60.53425865
8079,-64.73078108,101,High,-78.62650213
3256,-57.09180687,96,Low,-85.85337699
19297,-80.67006338,117,High,-51.39529365
28030,-108.3868268,94,High,-53.94896775
15425,-118.8408645,110,Low,-52.78542846
47411,-108.9034627,81,High,-54.52121967
21056,-64.24927433,98,Low,-50.68317935
21213,-93.87302537,45,Low,-71.66853333
6168,-56.86228264,57,Medium,-55.29610504
41831,-90.35230576,146,High,-59.69938046
24420,-98.66665412,146,Low,-65.56307785
28614,-110.6572346,45,Low,-66.01098107
14237,-87.28041777,58,Low,-52.58685192
8058,-66.29149404,73,Low,-62.80151099
9605,-119.5842918,11,High,-83.923101
4527,-65.87613945,44,Medium,-68.57912919
47341,-90.63549908,25,Medium,-59.95048972
4809,-103.9042334,132,Medium,-63.30602331
37855,-117.9427981,7,Medium,-67.32776565
8365,-104.7627873,73,Low,-65.83185278
6598,-86.29367109,84,High,-51.20621876
6655,-77.26986598,133,Low,-76.5161702
12874,-72.34558702,118,Medium,-78.39932736
22079,-50.84743484,20,Medium,-59.67179706
41904,-59.35977359,88,Medium,-58.00149567
40357,-80.75051501,92,Medium,-89.77846538
46245,-82.2674888,19,Low,-84.09003765
5540,-110.6342521,90,High,-59.52479591
36642,-100.2638564,29,Medium,-79.68815013
32775,-118.6792485,88,Low,-81.67707535
31612,-71.78489707,42,High,-56.38650662
27657,-109.0293381,85,Medium,-84.99213696
28378,-78.41072597,62,High,-81.9740213
13461,-64.78445552,45,High,-62.72180515
37486,-90.94767656,145,Low,-82.98420507
29895,-75.39144886,122,Low,-74.54072991
6967,-63.39165218,101,High,-76.56542875
32032,-95.59859882,6,Medium,-62.41641098
7950,-100.0279305,24,High,-50.71646905
27434,-50.12789021,135,Medium,-76.8141429
44070,-93.69167982,147,Low,-66.74390084
21059,-85.13823913,147,High,-88.32849026
22755,-74.44606624,79,Medium,-73.15459465
49902,-52.55233597,6,Low,-83.24580071
32062,-102.1734907,28,Low,-56.57736172
17101,-54.45697233,17,Low,-60.62817689
40059,-86.32231145,109,Low,-67.24028248
31934,-88.33176879,26,High,-71.27914395
49677,-76.11197696,45,High,-78.81510667
41830,-87.31073955,90,High,-77.17622835
32223,-101.8159412,86,High,-67.25828711
1638,-115.3455795,96,Low,-60.21645944
28465,-61.1091785,43,Low,-59.832837
8917,-79.87411767,88,High,-82.31480684
13092,-84.88691209,117,High,-66.5409079
14971,-78.43986466,2,Low,-69.3568116
36105,-77.16944193,119,Low,-51.74901613
40321,-105.7141864,133,Medium,-74.97590625
7866,-115.8903979,133,High,-78.6786665
28345,-93.71101181,47,Medium,-84.88331434
47677,-115.7976995,42,High,-86.13699432
26786,-60.93642886,68,Medium,-87.30124831
28554,-92.62328091,29,Medium,-67.86455498
7505,-96.17574804,75,Medium,-62.73263099
22794,-110.7095891,132,Medium,-52.09999715
29608,-86.81249363,138,High,-76.2813825
43912,-98.75784421,36,Low,-72.39120522
41663,-76.96885885,148,High,-54.88661591
25732,-119.1398744,135,Low,-70.3408425
21942,-58.12130928,71,Low,-59.15596962
368,-64.39464755,69,Low,-68.22549582
42198,-89.47439499,18,Low,-88.6628081
49802,-83.48215677,43,High,-59.21552113
32732,-74.77814778,56,Medium,-72.17386886
40508,-81.39836307,146,High,-89.8733228
10290,-114.4922892,50,Medium,-79.98388681
14133,-81.00281107,2,High,-83.04818709
104,-78.12374274,50,Low,-60.45093155
44222,-76.19469495,92,Low,-82.6105463
42301,-93.91975274,41,Low,-80.92194474
22183,-102.8357195,63,Medium,-51.23378345
42218,-69.6964768,123,Medium,-87.51831728
19615,-106.234617,137,High,-51.86283831
8655,-52.46112036,104,Medium,-54.67827294
22901,-56.85198882,55,High,-79.81102428
12367,-100.2463408,119,Medium,-64.13981522
20699,-97.19995012,17,High,-85.26572051
25764,-81.76168987,30,Medium,-85.07321802
1069,-85.85482399,5,High,-76.44751733
11731,-82.75938964,53,Medium,-86.63257938
20485,-63.19639339,138,Medium,-58.07004247
5961,-88.78267226,59,High,-61.59625185
24614,-73.63814372,81,Medium,-74.2970635
20842,-87.40340385,41,High,-85.03559984
43565,-100.1865355,2,Low,-75.28567941
31184,-74.22690004,130,Medium,-86.87940843
10089,-119.7002331,130,High,-81.02966832
13450,-63.2780426,131,High,-56.60186819
1821,-107.3996306,20,High,-60.51776992
10904,-96.42956661,119,Low,-66.79455503
44320,-78.9938481,115,Medium,-56.21483837
27148,-93.49074648,123,Medium,-88.01579448
39905,-101.291326,92,Medium,-72.68780601
30389,-72.81330417,35,Low,-58.46049549
11760,-78.35715355,132,Low,-78.78110653
9684,-92.65212069,97,Medium,-64.41417166
15791,-74.64417609,149,Low,-67.34440796
22460,-75.89024788,107,High,-80.04401681
27651,-105.0277749,70,Low,-75.469988
37916,-101.0531551,117,High,-62.03277978
46716,-92.27650573,113,Low,-53.94326226
24478,-68.44823951,142,Medium,-61.83091768
31989,-99.09237638,67,Low,-77.95472816
23485,-94.69548891,61,Low,-65.77313163
28269,-107.0063654,149,Low,-56.60091778
1985,-53.7719175,53,Low,-84.70214564
39940,-87.98690249,108,Low,-77.29118218
26228,-113.4226989,128,Low,-86.58903999
40535,-116.6683747,85,High,-56.13911539
29232,-95.53582183,17,Low,-64.32150349
200,-56.56202461,141,High,-70.92443949
2990,-92.06442285,82,Low,-66.53286853
40690,-91.82197675,145,Low,-51.78539294
35236,-100.4912978,106,Medium,-52.78400991
18134,-100.1740697,23,Medium,-75.30597953
9611,-63.96564443,96,High,-63.80408034
33820,-110.1002257,34,High,-62.73144905
20010,-75.95008617,21,Low,-89.19304774
14538,-55.56154717,24,High,-66.63124884
26771,-62.6154064,36,High,-60.30455404
40028,-81.10727418,98,Medium,-86.3548932
43849,-100.5520842,7,Medium,-83.58987915
32806,-93.32505583,38,High,-72.71489359
25180,-87.13821375,54,High,-59.34132228
22105,-82.10581677,10,High,-51.69655783
11846,-79.90327009,130,High,-86.18474
13965,-89.47868919,131,Medium,-52.41929905
16668,-53.3986111,64,Low,-54.78028173
18280,-116.780832,22,Low,-82.45193671
7324,-117.5269179,71,Medium,-83.40386407
33380,-92.06277281,106,Medium,-73.49171579
1716,-86.77690666,146,Medium,-85.11979465
49122,-91.66996882,69,High,-82.55908544
17994,-66.49710371,123,Medium,-74.82528258
46333,-63.09447622,67,High,-72.09466086
16322,-100.5972038,55,High,-88.60402358
44866,-69.08076499,54,Low,-65.95409549
44660,-109.7477948,71,Medium,-51.82176794
6753,-111.6370219,125,Medium,-55.6270304
26947,-66.71631858,138,Medium,-76.21531477
48398,-85.9861521,74,Medium,-77.70184554
17581,-61.34796656,66,High,-80.29729753
43458,-93.76249744,80,Low,-50.79929751
46400,-110.0222477,59,Low,-75.0915226
4482,-85.77568735,111,Low,-70.03652649
26273,-115.4909685,85,Low,-65.17785525
12884,-98.41513926,24,Low,-89.77443076
6375,-84.65097529,82,Medium,-51.02353976
24349,-90.81091078,91,High,-64.4890318
30446,-100.6540047,12,High,-84.71978424
36910,-65.27417066,89,High,-53.31358921
4010,-65.50607295,33,Medium,-52.01723938
11171,-70.04099658,104,High,-87.33525538
10024,-119.7767089,88,Low,-85.80614277
45594,-80.99528699,25,High,-88.13049801
45318,-56.80408495,18,Medium,-64.12622408
19396,-90.82341177,108,High,-87.90364782
